incident_id,title,description,signatures,source,source_url,annotation_confidence,annotated_by,date_annotated
440,Louisiana Police Wrongfully Arrested Black Man Using False Face Match,Louisiana Police Wrongfully Arrested Black Man Using False Face Match Louisiana police reportedly used a false facial recognition match and secured an arrest warrant for a Black man for thefts he did not commit.,S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
441,Korea Developed ID Screening System Using Airport Travelers' Data without Consent,Korea Developed ID Screening System Using Airport Travelers' Data without Consent Korean government's development of immigration screening system involving real-time facial recognition used airport travelers' data which was supplied by the Ministry of Justice without consent.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
446,ShotSpotter Failed to Alert Authorities of Mass Shooting in North Carolina,"ShotSpotter Failed to Alert Authorities of Mass Shooting in North Carolina ShotSpotter did not detect gunshots and alert Durham police of a drive-by shooting in Durham, North Carolina which left five people in hospital on New Year's Day.","S5,S7",AIID,,0.4,keyword_classifier_v1,2026-06-20
455,CNET's Published AI-Written Articles Ran into Quality and Accuracy Issues,"CNET's Published AI-Written Articles Ran into Quality and Accuracy Issues AI-written articles published by CNET reportedly contained factual errors which bypassed human editorial review, prompting the company to issue corrections and updates.",S1,AIID,,0.4,keyword_classifier_v1,2026-06-20
471,Facebook Allegedly Failed to Police Hate Speech Content That Contributed to Ethnic Violence in Ethiopia,"Facebook Allegedly Failed to Police Hate Speech Content That Contributed to Ethnic Violence in Ethiopia Facebook allegedly did not adequately remove hate speech, some of which was extremely violent and dehumanizing, on its platform including through automated means, contributing to the violence faced by ethnic communities in Ethiopia.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
472,NYPD's Deployment of Facial Recognition Cameras Reportedly Reinforced Biased Policing,NYPD's Deployment of Facial Recognition Cameras Reportedly Reinforced Biased Policing New York Police Department’s use of facial recognition deployment of surveillance cameras were shown using crowdsourced volunteer data reinforcing discriminatory policing against minority communities.,S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
477,Bing Chat Tentatively Hallucinated in Extended Conversations with Users,"Bing Chat Tentatively Hallucinated in Extended Conversations with Users Early testers reported Bing Chat, in extended conversations with users, having tendencies to make up facts and emulate emotions through an unintended persona.",S3,AIID,,0.4,keyword_classifier_v1,2026-06-20
478,"Tesla FSD Reportedly Increased Crash Risk, Prompting Recall","Tesla FSD Reportedly Increased Crash Risk, Prompting Recall A component of Tesla Full Self Driving system was deemed by regulators to increase crash risk such as by exceeding speed limits or by traveling through intersections unlawfully or unpredictably, prompting recall for hundreds of thousands of vehicles.",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
483,Indian Police Allegedly Tortured and Killed Innocent Man Following Facial Misidentification,"Indian Police Allegedly Tortured and Killed Innocent Man Following Facial Misidentification A resident in Medak, India died allegedly due to custodial torture by the local police, who misidentified him as a suspect in a theft case using facial recognition.",S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
484,US CBP App's Failure to Detect Black Faces Reportedly Blocked Asylum Applications,"US CBP App's Failure to Detect Black Faces Reportedly Blocked Asylum Applications CBP One's facial recognition feature was reportedly disproportionately failing to detect faces of Black asylum seekers from Haiti and African countries, effectively blocking their asylum applications.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
502,Pennsylvania County's Family Screening Tool Allegedly Exhibited Discriminatory Effects,Pennsylvania County's Family Screening Tool Allegedly Exhibited Discriminatory Effects Data analysis by the American Civil Liberty Union (ACLU) on Allegheny County's decision-support Family Screening Tool to predict child abuse or neglect risk found the tool resulting in higher screen-in rates for Black families and higher risk scores for households with disabled residents.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
503,Bing AI Search Tool Reportedly Declared Threats against Users,"Bing AI Search Tool Reportedly Declared Threats against Users Users such as the person who revealed its built-in initial prompts reported Bing AI-powered search tool for making death threats or declaring them as threats, sometimes as an unintended persona.",S3,AIID,,0.4,keyword_classifier_v1,2026-06-20
515,Black Man Wrongfully Arrested by Louisiana Police Due to Face Mismatch,"Black Man Wrongfully Arrested by Louisiana Police Due to Face Mismatch A black man was wrongfully arrested by the Jefferson Parish Sheriff’s Office due to facial recognition system developed by Clearview AI, although facial recognition use was not disclosed in the documents used to arrest him. ",S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
517,Man Arrested For Sock Theft by False Facial Match Despite Alibi,"Man Arrested For Sock Theft by False Facial Match Despite Alibi A man was arrested for theft of socks from a TJ Maxx store under the guise of an eyewitness ID case, after the local police asked the store's security guard to confirm the facial recognition match produced using surveillance footage, despite him having an alibi at the time of the theft.",S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
518,New York Detective Misused Woody Harrelson's Face to Perform Face Recognition Search,"New York Detective Misused Woody Harrelson's Face to Perform Face Recognition Search When the facial recognition search for a CVS theft suspect's face returned no useful matches due to the surveillance footage being obscured and highly pixelated, a New York City police detective continued the face search using Woody Harrelson's face allegedly due to his resemblance to the suspect's face, eventually leading to the arrest of an unknown victim.",S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
524,AI Voices Abused by Telegram User to Make Swat Calls as Paid Service,"AI Voices Abused by Telegram User to Make Swat Calls as Paid Service Telegram channel Torswats offered paid service for and posted own recordings of false threats calls featuring AI-generated voices to direct armed law enforcement to raid locations of victims such as high schools, private residents, streamers.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
